,open,high,low,close,adjclose,volume,ticker
2004-07-13,58.4900016784668,58.59000015258789,58.4900016784668,58.59000015258789,46.45992660522461,1200,IMCB
2004-07-14,58.599998474121094,58.77000045776367,58.369998931884766,58.400001525878906,46.30925750732422,900,IMCB
2004-07-15,58.47999954223633,58.5,58.369998931884766,58.400001525878906,46.30925750732422,1100,IMCB
2004-07-16,58.5,58.5,58.18000030517578,58.18000030517578,46.13481521606445,800,IMCB
2004-07-19,58.189998626708984,58.189998626708984,57.90999984741211,58.150001525878906,46.111019134521484,1500,IMCB
2004-07-20,58.13999938964844,58.540000915527344,58.130001068115234,58.540000915527344,46.42026138305664,800,IMCB
2004-07-21,58.810001373291016,58.810001373291016,58.04999923706055,58.04999923706055,46.03171920776367,2700,IMCB
2004-07-22,57.400001525878906,57.400001525878906,57.400001525878906,57.400001525878906,45.51628875732422,600,IMCB
2004-07-23,57.02000045776367,57.02000045776367,56.86000061035156,56.95000076293945,45.159446716308594,400,IMCB
2004-07-26,56.349998474121094,56.380001068115234,56.22999954223633,56.380001068115234,44.707462310791016,1400,IMCB
2004-07-27,56.560001373291016,56.970001220703125,56.5099983215332,56.959999084472656,45.167396545410156,4500,IMCB
2004-07-28,56.630001068115234,57.06999969482422,56.630001068115234,57.06999969482422,45.25459671020508,500,IMCB
2004-07-29,57.2599983215332,57.31999969482422,57.2599983215332,57.31999969482422,45.45283508300781,3400,IMCB
2004-07-30,57.43000030517578,57.540000915527344,57.43000030517578,57.45000076293945,45.55593490600586,1500,IMCB
2004-08-02,57.29999923706055,57.54999923706055,57.20000076293945,57.54999923706055,45.63524627685547,500,IMCB
2004-08-03,57.459999084472656,57.470001220703125,57.290000915527344,57.290000915527344,45.429054260253906,1000,IMCB
2004-08-04,56.7599983215332,57.2400016784668,56.7599983215332,57.150001525878906,45.31804656982422,27600,IMCB
2004-08-05,56.58000183105469,56.58000183105469,56.439998626708984,56.439998626708984,44.755043029785156,700,IMCB
2004-08-06,55.650001525878906,55.650001525878906,55.40999984741211,55.40999984741211,43.938297271728516,700,IMCB
2004-08-09,55.470001220703125,55.470001220703125,55.38999938964844,55.439998626708984,43.96208190917969,1000,IMCB
2004-08-10,55.61000061035156,56.040000915527344,55.61000061035156,56.040000915527344,44.43784713745117,7400,IMCB
2004-08-11,55.59000015258789,55.619998931884766,55.59000015258789,55.619998931884766,44.104820251464844,6800,IMCB
2004-08-12,55.619998931884766,55.619998931884766,55.619998931884766,55.619998931884766,44.104820251464844,0,IMCB
2004-08-13,55.13999938964844,55.13999938964844,55.0,55.0,43.61316680908203,400,IMCB
2004-08-16,55.84000015258789,56.02000045776367,55.84000015258789,56.02000045776367,44.421993255615234,3300,IMCB
2004-08-17,56.630001068115234,56.630001068115234,56.33000183105469,56.349998474121094,44.683658599853516,5900,IMCB
2004-08-18,56.72999954223633,57.099998474121094,56.68000030517578,57.099998474121094,45.27840805053711,21200,IMCB
2004-08-19,56.880001068115234,56.880001068115234,56.70000076293945,56.790000915527344,45.03257751464844,3700,IMCB
2004-08-20,57.060001373291016,57.279998779296875,57.060001373291016,57.279998779296875,45.421142578125,4000,IMCB
2004-08-23,57.400001525878906,57.400001525878906,57.29999923706055,57.29999923706055,45.43699264526367,7100,IMCB
2004-08-24,57.4900016784668,57.4900016784668,57.06999969482422,57.27000045776367,45.41320037841797,37600,IMCB
2004-08-25,57.2400016784668,57.540000915527344,57.2400016784668,57.540000915527344,45.62730407714844,5600,IMCB
2004-08-26,57.619998931884766,57.65999984741211,57.529998779296875,57.65999984741211,45.72246170043945,5300,IMCB
2004-08-27,57.66999816894531,57.68000030517578,57.630001068115234,57.68000030517578,45.738319396972656,1100,IMCB
2004-08-30,57.68000030517578,57.68000030517578,57.31999969482422,57.31999969482422,45.45283508300781,1300,IMCB
2004-08-31,57.25,57.349998474121094,57.18000030517578,57.349998474121094,45.47665023803711,25900,IMCB
2004-09-01,57.83000183105469,57.83000183105469,57.77000045776367,57.77000045776367,45.80968475341797,1200,IMCB
2004-09-02,57.9900016784668,58.45000076293945,57.97999954223633,58.45000076293945,46.34891128540039,1000,IMCB
2004-09-03,58.400001525878906,58.400001525878906,58.27000045776367,58.29999923706055,46.22996139526367,2100,IMCB
2004-09-07,58.7400016784668,58.97999954223633,58.7400016784668,58.880001068115234,46.68988800048828,3000,IMCB
2004-09-08,58.779998779296875,58.779998779296875,58.40999984741211,58.40999984741211,46.31719207763672,3400,IMCB
2004-09-09,58.56999969482422,58.619998931884766,58.2599983215332,58.56999969482422,46.44408416748047,7500,IMCB
2004-09-10,58.5,58.83000183105469,58.400001525878906,58.83000183105469,46.65022659301758,42700,IMCB
2004-09-13,58.88999938964844,59.220001220703125,58.88999938964844,59.08000183105469,46.84846496582031,2800,IMCB
2004-09-14,59.060001373291016,59.06999969482422,58.90999984741211,59.06999969482422,46.84056091308594,5100,IMCB
2004-09-15,58.650001525878906,58.84000015258789,58.650001525878906,58.68000030517578,46.53128433227539,1400,IMCB
2004-09-16,59.20000076293945,59.20000076293945,59.060001373291016,59.060001373291016,46.832618713378906,1200,IMCB
2004-09-17,59.2400016784668,59.290000915527344,59.099998474121094,59.099998474121094,46.86435317993164,6700,IMCB
2004-09-20,58.93000030517578,58.97999954223633,58.84000015258789,58.86000061035156,46.67401123046875,1800,IMCB
2004-09-21,58.9900016784668,59.349998474121094,58.91999816894531,59.349998474121094,47.06256866455078,1200,IMCB
