,open,high,low,close,adjclose,volume,ticker
1992-02-03,0.0,0.47916701436042786,0.4375,0.4375,0.2488410621881485,4800,PHX
1992-02-04,0.0,0.5416669845581055,0.45833298563957214,0.45833298563957214,0.26575228571891785,31200,PHX
1992-02-05,0.0,0.5208330154418945,0.45833298563957214,0.45833298563957214,0.26575228571891785,2400,PHX
1992-02-06,0.45833298563957214,0.45833298563957214,0.45833298563957214,0.45833298563957214,0.26575228571891785,0,PHX
1992-02-07,0.45833298563957214,0.45833298563957214,0.45833298563957214,0.45833298563957214,0.26575228571891785,0,PHX
1992-02-10,0.45833298563957214,0.45833298563957214,0.45833298563957214,0.45833298563957214,0.26575228571891785,0,PHX
1992-02-11,0.45833298563957214,0.45833298563957214,0.45833298563957214,0.45833298563957214,0.26575228571891785,0,PHX
1992-02-12,0.45833298563957214,0.45833298563957214,0.45833298563957214,0.45833298563957214,0.26575228571891785,0,PHX
1992-02-13,0.45833298563957214,0.45833298563957214,0.45833298563957214,0.45833298563957214,0.26575228571891785,0,PHX
1992-02-14,0.45833298563957214,0.45833298563957214,0.45833298563957214,0.45833298563957214,0.26575228571891785,0,PHX
1992-02-18,0.0,0.5,0.41666701436042786,0.41666701436042786,0.24159343540668488,12000,PHX
1992-02-19,0.41666701436042786,0.41666701436042786,0.41666701436042786,0.41666701436042786,0.24159343540668488,0,PHX
1992-02-20,0.41666701436042786,0.41666701436042786,0.41666701436042786,0.41666701436042786,0.24159343540668488,0,PHX
1992-02-21,0.41666701436042786,0.41666701436042786,0.41666701436042786,0.41666701436042786,0.24159343540668488,0,PHX
1992-02-24,0.41666701436042786,0.41666701436042786,0.41666701436042786,0.41666701436042786,0.24159343540668488,0,PHX
1992-02-25,0.41666701436042786,0.41666701436042786,0.41666701436042786,0.41666701436042786,0.24159343540668488,0,PHX
1992-02-26,0.41666701436042786,0.41666701436042786,0.41666701436042786,0.41666701436042786,0.24159343540668488,0,PHX
1992-02-27,0.41666701436042786,0.41666701436042786,0.41666701436042786,0.41666701436042786,0.24159343540668488,0,PHX
1992-02-28,0.41666701436042786,0.41666701436042786,0.41666701436042786,0.41666701436042786,0.24159343540668488,0,PHX
1992-03-02,0.41666701436042786,0.41666701436042786,0.41666701436042786,0.41666701436042786,0.24159343540668488,0,PHX
1992-03-03,0.41666701436042786,0.41666701436042786,0.41666701436042786,0.41666701436042786,0.24159343540668488,0,PHX
1992-03-04,0.41666701436042786,0.41666701436042786,0.41666701436042786,0.41666701436042786,0.24159343540668488,0,PHX
1992-03-05,0.41666701436042786,0.41666701436042786,0.41666701436042786,0.41666701436042786,0.24159343540668488,0,PHX
1992-03-06,0.41666701436042786,0.41666701436042786,0.41666701436042786,0.41666701436042786,0.24159343540668488,0,PHX
1992-03-09,0.0,0.5,0.41666701436042786,0.41666701436042786,0.24159343540668488,2400,PHX
1992-03-10,0.41666701436042786,0.41666701436042786,0.41666701436042786,0.41666701436042786,0.24159343540668488,0,PHX
